Name,Latitude,Longitude,Type,Zone,Description
Reedham (London) Station,51.332108,-0.123854,national_rail,,Reedham (London) Station [50 mins]
Reigate Station,51.241623,-0.203474,national_rail,,Reigate Station [58 mins]
Rickmansworth Station,51.640447,-0.473013,national_rail,,Rickmansworth Station [56 mins]
Riddlesdown Station,51.332611,-0.099436,national_rail,,Riddlesdown Station [49 mins]
Rotherhithe Station,51.50098,-0.05353,national_rail,,Rotherhithe Station [38 mins]
Roydon Station,51.775494,0.035088,national_rail,,Roydon Station [53 mins]
Sanderstead Station,51.348694,-0.093017,national_rail,,Sanderstead Station [44 mins]
Selhurst Station,51.392704,-0.089759,national_rail,,Selhurst Station [44 mins]
Seven Kings Station,51.563992,0.096325,national_rail,,Seven Kings Station [56 mins]
Seven Sisters Station,51.584007,-0.074521,national_rail,,Seven Sisters Station [29 mins]
Shadwell Station,51.51093,-0.05743,national_rail,,Shadwell Station [33 mins]
Shepherds Bush Station,51.506,-0.218,national_rail,,Shepherds Bush Station [24 mins]
Shoreditch High Street Station,51.523433,-0.075614,national_rail,,Shoreditch High Street Station [33 mins]
Shortlands Station,51.405548,0.002798,national_rail,,Shortlands Station [37 mins]
Sidcup Station,51.434361,0.103342,national_rail,,Sidcup Station [54 mins]
Silver Street Station,51.615364,-0.067415,national_rail,,Silver Street Station [43 mins]
South Acton Station,51.499813,-0.269697,national_rail,,South Acton Station [32 mins]
South Bermondsey Station,51.487446,-0.054101,national_rail,,South Bermondsey Station [33 mins]
South Croydon Station,51.362194,-0.093903,national_rail,,South Croydon Station [43 mins]
South Hampstead Station,51.541424,-0.178759,national_rail,,South Hampstead Station [31 mins]
South Kenton Station,51.56963,-0.308894,national_rail,,South Kenton Station [51 mins]
South Merton Station,51.40353,-0.205764,national_rail,,South Merton Station [39 mins]
South Ruislip Station,51.556742,-0.398812,national_rail,,South Ruislip Station [49 mins]
South Tottenham Station,51.58036,-0.071788,national_rail,,South Tottenham Station [32 mins]
Southall Station,51.505884,-0.378513,national_rail,,Southall Station [37 mins]
Southbury Station,51.648396,-0.052998,national_rail,,Southbury Station [45 mins]
St Helier Station,51.389935,-0.199115,national_rail,,St Helier Station [45 mins]
St James Street Station,51.580612,-0.032804,national_rail,,St James Street Station [42 mins]
St Johns Station,51.468937,-0.023225,national_rail,,St Johns Station [39 mins]
St Margarets Station,51.454689,-0.320352,national_rail,,St Margarets Station [47 mins]
St Mary Cray Station,51.394714,0.107269,national_rail,,St Mary Cray Station [34 mins]
Stamford Hill Station,51.575035,-0.076343,national_rail,,Stamford Hill Station [43 mins]
Stoke Newington Station,51.565079,-0.07244,national_rail,,Stoke Newington Station [49 mins]
Stonebridge Park Station,51.543961,-0.275233,national_rail,,Stonebridge Park Station [41 mins]
Stoneleigh Station,51.363701,-0.247546,national_rail,,Stoneleigh Station [41 mins]
Stratford London Station,51.542358,-0.004175,national_rail,,Stratford London Station [39 mins]
Strawberry Hill Station,51.439682,-0.339597,national_rail,,Strawberry Hill Station [54 mins]
Streatham Common Station,51.418629,-0.136136,national_rail,,Streatham Common Station [31 mins]
Streatham Hill Station,51.43829,-0.128136,national_rail,,Streatham Hill Station [30 mins]
Streatham Station,51.425755,-0.131535,national_rail,,Streatham Station [42 mins]
Sudbury & Harrow Road Station,51.554459,-0.316676,national_rail,,Sudbury & Harrow Road Station [41 mins]
Sundridge Park Station,51.413338,0.020402,national_rail,,Sundridge Park Station [51 mins]
Surrey Quays Station,51.49279,0.048114,national_rail,,Surrey Quays Station [60 mins]
Sutton Common Station,51.375519,-0.196799,national_rail,,Sutton Common Station [48 mins]
Swanley Station,51.392727,0.16755,national_rail,,Swanley Station [44 mins]
Sydenham Hill Station,51.433002,-0.079444,national_rail,,Sydenham Hill Station [25 mins]
Sydenham Station,51.427208,-0.055232,national_rail,,Sydenham Station [56 mins]
Syon Lane Station,51.481735,-0.325116,national_rail,,Syon Lane Station [48 mins]
Taplow Station,51.523528,-0.681474,national_rail,,Taplow Station [57 mins]
Teddington Station,51.424294,-0.332965,national_rail,,Teddington Station [55 mins]
Thames Ditton Station,51.388424,-0.340027,national_rail,,Thames Ditton Station [51 mins]
Theobalds Grove Station,51.692162,-0.035216,national_rail,,Theobalds Grove Station [52 mins]
Thornton Heath Station,51.399181,-0.100981,national_rail,,Thornton Heath Station [37 mins]
Three Bridges Station,51.116863,-0.161162,national_rail,,Three Bridges Station [55 mins]
Tolworth Station,51.37677,-0.280098,national_rail,,Tolworth Station [51 mins]
Tooting Station,51.419914,-0.16053,national_rail,,Tooting Station [41 mins]
Tulse Hill Station,51.439713,-0.10506,national_rail,,Tulse Hill Station [36 mins]
Turkey Street Station,51.673481,-0.047594,national_rail,,Turkey Street Station [52 mins]
Upper Holloway Station,51.563652,-0.129293,national_rail,,Upper Holloway Station [36 mins]
Upper Warlingham Station,51.307972,-0.077498,national_rail,,Upper Warlingham Station [54 mins]
Vauxhall Station,51.485686,-0.124025,national_rail,,Vauxhall Station [13 mins]
Waddon Station,51.367062,-0.116688,national_rail,,Waddon Station [51 mins]
Wallington Station,51.360424,-0.151431,national_rail,,Wallington Station [53 mins]
Waltham Cross Station,51.684834,-0.026846,national_rail,,Waltham Cross Station [42 mins]
Walthamstow Central Station,51.583092,-0.019715,national_rail,,Walthamstow Central Station [32 mins]
Walthamstow Queens Road Station,51.581367,-0.024113,national_rail,,Walthamstow Queens Road Station [38 mins]
Wandsworth Common Station,51.446072,-0.165239,national_rail,,Wandsworth Common Station [26 mins]
Wandsworth Road Station,51.470829,-0.138332,national_rail,,Wandsworth Road Station [36 mins]
Wandsworth Town Station,51.460812,-0.187679,national_rail,,Wandsworth Town Station [27 mins]
Wanstead Park Station,51.551746,0.025089,national_rail,,Wanstead Park Station [50 mins]
Wapping Station,51.50372,-0.05629,national_rail,,Wapping Station [35 mins]
Watford High Street Station,51.652743,-0.391656,national_rail,,Watford High Street Station [57 mins]
Welling Station,51.464966,0.101872,national_rail,,Welling Station [48 mins]
Welwyn North Station,51.824165,-0.191992,national_rail,,Welwyn North Station [57 mins]
Wembley Stadium Station,51.553993,-0.284958,national_rail,,Wembley Stadium Station [45 mins]
West Brompton Station,51.487289,-0.195265,national_rail,,West Brompton Station [10 mins]
West Croydon Station,51.378517,-0.101844,national_rail,,West Croydon Station [48 mins]
West Drayton Station,51.509827,-0.472515,national_rail,,West Drayton Station [49 mins]
West Dulwich Station,51.440388,-0.090646,national_rail,,West Dulwich Station [22 mins]
West Ham Station,51.528709,0.005323,national_rail,,West Ham Station [41 mins]
West Hampstead Station,51.54711,-0.191016,national_rail,,West Hampstead Station [28 mins]
West Hampstead Thameslink Station,51.548644,-0.1924,national_rail,,West Hampstead Thameslink Station [33 mins]
West Horndon Station,51.56744,0.341807,national_rail,,West Horndon Station [55 mins]
West Norwood Station,51.431583,-0.102517,national_rail,,West Norwood Station [34 mins]
West Ruislip Station,51.569708,-0.437812,national_rail,,West Ruislip Station [53 mins]
West Sutton Station,51.365734,-0.20437,national_rail,,West Sutton Station [53 mins]
West Wickham Station,51.381577,-0.015495,national_rail,,West Wickham Station [60 mins]
Westcombe Park Station,51.484428,0.017787,national_rail,,Westcombe Park Station [40 mins]
White Hart Lane Station,51.604622,-0.070759,national_rail,,White Hart Lane Station [40 mins]
Whitton Station,51.447109,-0.356607,national_rail,,Whitton Station [57 mins]
Whyteleafe Station,51.309834,-0.081725,national_rail,,Whyteleafe Station [57 mins]
Willesden Junction Station,51.5322,-0.2435,national_rail,,Willesden Junction Station [40 mins]
Wimbledon Chase Station,51.409958,-0.214138,national_rail,,Wimbledon Chase Station [37 mins]
Winchmore Hill Station,51.633896,-0.101314,national_rail,,Winchmore Hill Station [48 mins]
Wivelsfield Station,50.964249,-0.121633,national_rail,,Wivelsfield Station [59 mins]
Woldingham Station,51.289547,-0.051013,national_rail,,Woldingham Station [58 mins]
Wood Street Station,51.587284,-0.00221,national_rail,,Wood Street Station [42 mins]
Woolwich Dockyard Station,51.49099,0.054083,national_rail,,Woolwich Dockyard Station [46 mins]
Worcester Park Station,51.381649,-0.245415,national_rail,,Worcester Park Station [37 mins]
Worplesdon Station,51.288189,-0.581705,national_rail,,Worplesdon Station [51 mins]
Coulsdon Town Station,51.32243,-0.13429,national_rail,,Coulsdon Town Station [52 mins]
Ealing Common Station,51.51,-0.28805,national_rail,,Ealing Common Station [28 mins]
Heathrow Terminal 5 Bus Station,51.47,-0.48,national_rail,,Heathrow Terminal 5 Bus Station [53 mins]
Heathrow Terminals 1-2-3 Bus Station,51.471,-0.456,national_rail,,Heathrow Terminals 1-2-3 Bus Station [50 mins]
Newbury Park Station,51.57582,0.08971,national_rail,,Newbury Park Station [55 mins]
Whitechapel Station,51.519091,-0.061404,national_rail,,Whitechapel Station [26 mins]
Lea Bridge Station,51.5672,-0.00363,national_rail,,Lea Bridge Station [57 mins]
Catford Station,51.4452,-0.0207,national_rail,,Catford Station [42 mins]
Dulwich Station,51.4457,-0.0779,national_rail,,Dulwich Station [41 mins]
Ealing Station,51.5175,-0.2988,national_rail,,Ealing Station [39 mins]
Epsom Station,51.336,-0.267,national_rail,,Epsom Station [57 mins]
Hampstead Station,51.5541,-0.1744,national_rail,,Hampstead Station [38 mins]
Kentish Town Station,51.5447,-0.1459,national_rail,,Kentish Town Station [39 mins]
Leyton Station,51.560558,-0.015465,national_rail,,Leyton Station [56 mins]
New Cross Station,51.4709,-0.0337,national_rail,,New Cross Station [46 mins]
Norwood Station,51.3995,-0.0747,national_rail,,Norwood Station [42 mins]
Peckham Station,51.4714,-0.0625,national_rail,,Peckham Station [31 mins]
Penge Station,51.4174,-0.0648,national_rail,,Penge Station [40 mins]
Streatham Station,51.4279,-0.1235,national_rail,,Streatham Station [51 mins]
Sudbury Harrow Station,51.5537,-0.3199,national_rail,,Sudbury Harrow Station [42 mins]
Sydenham Station,51.4254,-0.0544,national_rail,,Sydenham Station [38 mins]
Walthamstow Station,51.584,-0.0211,national_rail,,Walthamstow Station [34 mins]
Wandsworth Station,51.4644,-0.1924,national_rail,,Wandsworth Station [32 mins]
Wembley Station,51.5560,-0.3042,national_rail,,Wembley Station [58 mins]
Whyteleafe Station,51.308860,-0.083390,national_rail,,Whyteleafe Station [58 mins]
Wimbledon Station,51.4235,-0.18171,national_rail,,Wimbledon Station [51 mins]
Woolwich Station,51.488,0.063,national_rail,,Woolwich Station [56 mins]
